sourced_precinct_id,vf_precinct_id,sourced_county,vf_precinct_county,sourced_precinct_name,vf_precinct_name,sourced_precinct_number,vf_precinct_code,sourced_ward,vf_precinct_ward,vf_precinct_count,polling_location_ids
331210374,222016,FULTON,FULTON,12M,12M,12M,12M,,,154,441210248
331210112,221446,FULTON,FULTON,RW11A,RW11A,RW11A,RW11A,,1,1406,441210066
331210051,222262,FULTON,FULTON,EP07B,EP07B,EP07B,EP07B,,3,241,441210023
331210005,222410,FULTON,FULTON,AP02A,AP02A,AP02A,AP02A,,1,30,441210002
331210205,222732,FULTON,FULTON,SS29B,SS29B,SS29B,SS29B,,7,5,441210118
331210071,221787,FULTON,FULTON,JC05,JC05,JC05,JC05,,5,1087,441210033
331210261,22228,FULTON,FULTON,03T,03T,03T,03T,,,1001,441210155
331210174,2272,FULTON,FULTON,SS05,SS05,SS05,SS05,,3,929,441210100
331210049,22235,FULTON,FULTON,EP06A,EP06A,EP06A,EP06A,,6,1367,441210022
331210110,22364,FULTON,FULTON,RW09,RW09,RW09,RW09,,1,1111,441210064
331210298,22279,FULTON,FULTON,07D,07D,07D,07D,,,2374,441210185
331210045,22686,FULTON,FULTON,EP01B,EP01B,EP01B,EP01B,,3,743,441210018
331210090,221484,FULTON,FULTON,ML011,ML011,ML011,ML011,,2,893,441210047
331210344,221874,FULTON,FULTON,10P,10P,10P,10P,,,619,441210225
331210247,221347,FULTON,FULTON,03A,03A,03A,03A,,,951,441210144
331210075,22344,FULTON,FULTON,JC09,JC09,JC09,JC09,,5,1515,441210037
331210321,221419,FULTON,FULTON,08N2,08N2,08N2,08N2,,,594,441210203
331210170,22127,FULTON,FULTON,SS02A,SS02A,SS02A,SS02A,,3,721,441210097
331210193,22858,FULTON,FULTON,SS15B,SS15B,SS15B,SS15B,,7,1131,441210109
331210262,221839,FULTON,FULTON,03U,03U,03U,03U,,,1078,441210156
331210300,221032,FULTON,FULTON,07F,07F,07F,07F,,,1426,441210187
331210299,22706,FULTON,FULTON,07E,07E,07E,07E,,,2849,441210186
331210304,22710,FULTON,FULTON,07K2,07K2,07K2,07K2,,,353,441210190
331210149,221166,FULTON,FULTON,SC16,SC16,SC16,SC16,,4,1877,441210088
331210104,22571,FULTON,FULTON,RW03,RW03,RW03,RW03,,1,2238,441210058
331210296,22215,FULTON,FULTON,07B,07B,07B,07B,,,1180,441210184
331210070,221909,FULTON,FULTON,JC04B,JC04B,JC04B,JC04B,,2,130,441210011
331210232,221633,FULTON,FULTON,01T,01T,01T,01T,,,930,441210131
331210237,2253,FULTON,FULTON,02E,02E,02E,02E,,,1038,441210136
331210226,221899,FULTON,FULTON,01F,01F,01F,01F,,,450,441210126
331210318,22216,FULTON,FULTON,08L,08L,08L,08L,,,2526,441210201
331210068,22523,FULTON,FULTON,JC03B,JC03B,JC03B,JC03B,,5,970,441210032
331210026,221618,FULTON,FULTON,CH04A,CH04A,CH04A,CH04A,,4,217,441210013
331210135,222516,FULTON,FULTON,SC08A,SC08A,SC08A,SC08A,,6,6,441210082
331210128,221825,FULTON,FULTON,SC01B,SC01B,SC01B,SC01B,,4,1612,441210077
331210276,22816,FULTON,FULTON,04X1,04X1,04X1,04X1,,,867,441210170
331210345,222018,FULTON,FULTON,10R,10R,10R,10R,,,456,441210226
331210244,22303,FULTON,FULTON,02S,02S,02S,02S,,,1703,441210141
331210278,221039,FULTON,FULTON,05A1,05A1,05A1,05A1,,,2434,441210171
331210119,22351,FULTON,FULTON,RW17,RW17,RW17,RW17,,1,1386,441210071
331210188,2243,FULTON,FULTON,SS12,SS12,SS12,SS12,,3,1237,441210106
331210239,222128,FULTON,FULTON,02F2,02F2,02F2,02F2,,,379,441210137
331210231,22919,FULTON,FULTON,01S,01S,01S,01S,,,843,441210124
331210012,2223,FULTON,FULTON,AP05,AP05,AP05,AP05,,2,1763,441210005
331210317,221129,FULTON,FULTON,08K,08K,08K,08K,,,289,441210200
331210335,221936,FULTON,FULTON,10C,10C,10C,10C,,,1317,441210216
331210255,22535,FULTON,FULTON,03M,03M,03M,03M,,,369,441210151
331210011,221030,FULTON,FULTON,AP04B,AP04B,AP04B,AP04B,,2,130,441210004
331210055,221228,FULTON,FULTON,EP08B,EP08B,EP08B,EP08B,,4,2006,441210024
331210301,22165,FULTON,FULTON,07H,07H,07H,07H,,,1127,441210188
331210351,222015,FULTON,FULTON,11E1,11E1,11E1,11E1,,,561,441210230
331210191,22200,FULTON,FULTON,SS14,SS14,SS14,SS14,,3,623,441210108
331210368,22609,FULTON,FULTON,12E2,EP03A,12E2,EP03A,,3,806,441210242
331230013,222445,GILMER,GILMER,YUKON,04 - Town Creek,,4,,LRG,518,441230013
331230012,222295,GILMER,GILMER,TOWN CREEK,03 - Tails Creek,,3,,LRG,784,441230012
331230011,222459,GILMER,GILMER,TAILS CREEK,02 - Cartecay,,2,,LRG,715,441230011
331230010,22134,GILMER,GILMER,MOUNTAINTOWN,07 - Boardtown,,7,,LRG,590,441230010
331230009,222002,GILMER,GILMER,LEACHES,12 - Big Creek,,12,,LRG,668,441230009
331230008,222363,GILMER,GILMER,ELLIJAY SOUTH,06 - Cherry Log,,6,,LRG,466,441230008
331250003,222580,GLASCOCK,GLASCOCK,MILL,MILL,,MILL,,LRG,362,441250003
331250001,222706,GLASCOCK,GLASCOCK,EDGEHILL,Edgehill,,EDGH,,LRG,65,441250001
331250004,222491,GLASCOCK,GLASCOCK,MITCHELL,Mitchell,,MITC,,LRG,225,441250004
331250002,222661,GLASCOCK,GLASCOCK,GIBSON,Gibson,,GIBS,,LRG,357,441250002
331270021,221646,GLYNN,GLYNN,STERLING ELEMENTARY  ,5923 - City Rec Bldg,,5923,,5,1682,441270020
331270020,222316,GLYNN,GLYNN,STERLING CH. OF GOD  ,4913 - Ballard Complex,,4913,,4,1731,441270019
331270019,221895,GLYNN,GLYNN,ST WILLIAMS CHURCH   ,3723 - SE Baptist Bldg,,3723,,3,939,441270018
331270018,221117,GLYNN,GLYNN,SELDEN PARK,4923 - Northside Church,,4923,,4,1590,441270017
331270017,222479,GLYNN,GLYNN,SE BAPTIST BLDG,5913 - College Place B,,5913,,5,272,441270016
331270016,221361,GLYNN,GLYNN,SATILLA MARSH SCHOOL,1943 - Glyndale School,,1943,,1,1101,441270015
331270015,221330,GLYNN,GLYNN,OGLETHORPE POINT,2943 - First Baptist,,2943,,2,2845,441270014
331270014,221601,GLYNN,GLYNN,NORTHSIDE CHURCH,4933 - Abundant Life,,4933,,4,1495,441270013
331270013,221118,GLYNN,GLYNN,MARSHES OF GLYNN,3733 - Career Academy,,3733,,3,1267,441270012
331290013,221752,GORDON,GORDON,SUGAR VALLEY,1235 - Oakman,,1235,,LRG,507,441290013
331290012,222329,GORDON,GORDON,SONORAVILLE,874 - Fairmount,,874,,LRG,685,441290012
331290011,221352,GORDON,GORDON,RESACA,1055 - Plainville,,1055,,LRG,903,441290011
331290010,221845,GORDON,GORDON,RED BUD,973 - Red Bud,,973,,LRG,1131,441290010
331290009,222464,GORDON,GORDON,RANGER,1063 - Pine Chapel,,1063,,LRG,483,441290009
331310013,221734,GRADY,GRADY,WOODLAND,C05 - Cairo 5th Distr,,C05,,5,1413,441310013
331310012,221267,GRADY,GRADY,WHIGHAM,C04 - Cairo 4th Distr,,C04,,4,1426,441310012
331310011,222610,GRADY,GRADY,SPRING HILL,S - Spence,,S,,2,405,441310011
331310010,222415,GRADY,GRADY,SPENCE,D - Duncanville,,D,,3,233,441310010
331310009,222537,GRADY,GRADY,RAGAN,B - Blowing Cave,,B,,1,456,441310009
331310008,222193,GRADY,GRADY,PINE PARK,P - Pine Park,,P,,2,470,441310008
331330008,222393,GREENE,GREENE,WOODVILLE,002 - Greshamville,,2,,4,385,441330008
331330007,222104,GREENE,GREENE,WHITE PLAINS,001 - Greensboro,,1,,1,1675,441330007
331330006,222328,GREENE,GREENE,UNION POINT,004 - Union Point,,4,,2,726,441330006
331350156,221416,GWINNETT,GWINNETT,SUWANEE H,107 - Cates O,,107,,4,544,441350156
331350155,2233,GWINNETT,GWINNETT,SUWANEE G,091 - Baycreek D,,91,,1,1625,441350155
331350154,22467,GWINNETT,GWINNETT,SUWANEE F,061 - Lawrenceville E,,61,,2,997,441350154
331350153,221094,GWINNETT,GWINNETT,SUWANEE E,102 - Pucketts B,,102,,2,1186,441350153
331350152,221544,GWINNETT,GWINNETT,SUWANEE D,003 - Dacula,,3,,1,1828,441350152
331350151,22222,GWINNETT,GWINNETT,SUWANEE C,118 - Garners F,,118,,4,796,441350151
331350150,221444,GWINNETT,GWINNETT,SUWANEE B,143 - Lawrenceville L,,143,,1,1894,441350150
331350149,221323,GWINNETT,GWINNETT,SUWANEE A,030 - Cates C,,30,,4,1135,441350149
331350148,22479,GWINNETT,GWINNETT,SUGAR HILL G,088 - Rockbridge E,,88,,4,1882,441350148
331350147,22486,GWINNETT,GWINNETT,SUGAR HILL F,085 - Lawrenceville H,,85,,2,1539,441350147
331350146,22119,GWINNETT,GWINNETT,SUGAR HILL E,117 - Martins J,,117,,5,1927,441350146
331350145,221878,GWINNETT,GWINNETT,SUGAR HILL D,024 - Sugar Hill A,,24,,,1818,441350145
331350144,221349,GWINNETT,GWINNETT,SUGAR HILL C,051 - Pinckneyville J,,51,,5,1305,441350144
331350143,22117,GWINNETT,GWINNETT,SUGAR HILL B,025 - Sugar Hill B,,25,,3,2207,441350143
331350142,221560,GWINNETT,GWINNETT,SUGAR HILL A,070 - Goodwins B,,70,,2,1490,441350142
331350141,221385,GWINNETT,GWINNETT,ROCKYCREEK C,124 - Goodwins G,,124,,3,1107,441350141
331350140,22926,GWINNETT,GWINNETT,ROCKYCREEK B,154 - Pucketts D,,154,,2,1272,441350140
331350139,22541,GWINNETT,GWINNETT,ROCKYCREEK A,032 - Berkshire D,,32,,4,1132,441350139
331350138,22735,GWINNETT,GWINNETT,ROCKBRIDGE G,147 - Baycreek I,,147,,1,2014,441350138
331350137,221045,GWINNETT,GWINNETT,ROCKBRIDGE F,019 - Martins C,,19,,4,1074,441350137
331350136,22708,GWINNETT,GWINNETT,ROCKBRIDGE E,018 - Martins B,,18,,2,1384,441350136
331350135,22701,GWINNETT,GWINNETT,ROCKBRIDGE D,035 - Cates D,,35,,4,1354,441350135
331350134,22869,GWINNETT,GWINNETT,ROCKBRIDGE C,034 - Berkshire F,,34,,4,954,441350134
331350133,221243,GWINNETT,GWINNETT,ROCKBRIDGE B,068 - Cates I,,68,,4,1359,441350133
331350132,22515,GWINNETT,GWINNETT,ROCKBRIDGE A,095 - Duluth F,,95,,5,2547,441350132
331350131,221613,GWINNETT,GWINNETT,PUCKETTS E,094 - Cates N,,94,,4,1079,441350131
331350130,2273,GWINNETT,GWINNETT,PUCKETTS D,112 - Berkshire N,,112,,4,1450,441350130
331350129,22895,GWINNETT,GWINNETT,PUCKETTS C,046 - Cates F,,46,,4,772,441350129
331350128,221005,GWINNETT,GWINNETT,PUCKETTS B,149 - Goodwins I,,149,,3,909,441350128
331350127,221859,GWINNETT,GWINNETT,PUCKETTS A,029 - Cates B,,29,,4,705,441350127
331350126,2269,GWINNETT,GWINNETT,PINCKNEYVILLE Z,144 - Lawrenceville M,,144,,2,2177,441350126
331350125,221984,GWINNETT,GWINNETT,PINCKNEYVILLE Y,151 - Harbins C,,151,,1,852,441350125
331350124,2214,GWINNETT,GWINNETT,PINCKNEYVILLE X,058 - Pinckneyville K,,58,,5,1882,441350124
331350123,221379,GWINNETT,GWINNETT,PINCKNEYVILLE W,074 - Pinckneyville Q,,74,,5,901,441350123
331350122,221188,GWINNETT,GWINNETT,PINCKNEYVILLE V,001 - Harbins A,,1,,1,2019,441350122
331350121,221541,GWINNETT,GWINNETT,PINCKNEYVILLE U,008 - Duncans A,,8,,1,1569,441350121
331350120,22879,GWINNETT,GWINNETT,PINCKNEYVILLE T,133 - Harbins B,,133,,1,1555,441350120
331350119,221687,GWINNETT,GWINNETT,PINCKNEYVILLE S,119 - Berkshire O,,119,,4,1070,441350119
331350118,221028,GWINNETT,GWINNETT,PINCKNEYVILLE Q,040 - Pinckneyville H,,40,,3,1917,441350118
331350117,221749,GWINNETT,GWINNETT,PINCKNEYVILLE P,033 - Berkshire E,,33,,4,800,441350117
331350116,221629,GWINNETT,GWINNETT,PINCKNEYVILLE O,108 - Baycreek E,,108,,1,1373,441350116
331350115,221890,GWINNETT,GWINNETT,PINCKNEYVILLE N,052 - Berkshire G,,52,,4,1048,441350115
331350114,2240,GWINNETT,GWINNETT,PINCKNEYVILLE M,022 - Pinckneyville C,,22,,3,908,441350114
331350113,22823,GWINNETT,GWINNETT,PINCKNEYVILLE L,047 - Cates G,,47,,4,1021,441350113
331350112,22668,GWINNETT,GWINNETT,PINCKNEYVILLE K,064 - Garners D,,64,,4,1812,441350112
331350111,221656,GWINNETT,GWINNETT,PINCKNEYVILLE J,069 - Cates J,,69,,4,1321,441350111
331350110,22140,GWINNETT,GWINNETT,PINCKNEYVILLE I,150 - Duluth K,,150,,5,1442,441350110
331350109,22488,GWINNETT,GWINNETT,PINCKNEYVILLE H,065 - Berkshire H,,65,,4,823,441350109
331350108,221216,GWINNETT,GWINNETT,PINCKNEYVILLE F,084 - Lawrenceville G,,84,,1,1175,441350108
331350107,221048,GWINNETT,GWINNETT,PINCKNEYVILLE E,060 - Lawrenceville D,,60,,2,2556,441350107
331350106,2255,GWINNETT,GWINNETT,PINCKNEYVILLE D,098 - Goodwins F,,98,,2,1257,441350106
331350105,22297,GWINNETT,GWINNETT,PINCKNEYVILLE C,006 - Goodwins A,,6,,3,1579,441350105
331350104,221169,GWINNETT,GWINNETT,PINCKNEYVILLE B,145 - Baycreek G,,145,,1,1697,441350104
331350103,222058,GWINNETT,GWINNETT,PINCKNEYVILLE A1,109 - Berkshire M,,109,,4,665,441350103
331350102,221240,GWINNETT,GWINNETT,PINCKNEYVILLE A,115 - Martins H,,115,,2,1991,441350102
331350101,22527,GWINNETT,GWINNETT,MARTINS K,129 - Duncans B,,129,,2,1651,441350101
331350100,221254,GWINNETT,GWINNETT,MARTINS J,079 - Cates K,,79,,4,981,441350100
331350099,221597,GWINNETT,GWINNETT,MARTINS I,049 - Garners C,,49,,4,1116,441350099
331350098,221980,GWINNETT,GWINNETT,MARTINS H,110 - Martins G,,110,,2,1017,441350098
331350097,221334,GWINNETT,GWINNETT,MARTINS G,090 - Lawrenceville I,,90,,2,1633,441350097
331350096,221236,GWINNETT,GWINNETT,MARTINS F,027 - Hog Mountain B,,27,,1,1743,441350096
331350095,22328,GWINNETT,GWINNETT,MARTINS E,153 - Lawrenceville N,,153,,1,1074,441350095
331350094,221386,GWINNETT,GWINNETT,MARTINS D,071 - Lawrenceville F,,71,,2,1521,441350094
331350093,221806,GWINNETT,GWINNETT,MARTINS C,128 - Goodwins H,,128,,3,1149,441350093
331350092,22653,GWINNETT,GWINNETT,MARTINS B,093 - Cates M,,93,,4,1556,441350092
331350091,2293,GWINNETT,GWINNETT,MARTINS A,082 - Duluth E,,82,,3,2611,441350091
331370014,221781,HABERSHAM,HABERSHAM,VIEW,08 - Fork,,8,,LRG,843,441370014
331370013,222035,HABERSHAM,HABERSHAM,MUD CREEK,02 - Cornelia,,2,,LRG,1061,441370013
331370012,221966,HABERSHAM,HABERSHAM,GLADE CREEK,04 - Center Hill,,4,,LRG,1698,441370012
331370011,221331,HABERSHAM,HABERSHAM,FORK,01 - Clarkesville,,1,,LRG,1874,441370011
331370010,221977,HABERSHAM,HABERSHAM,FALLING WATER,11 - Falling Water,,11,,LRG,383,441370010
331370009,222325,HABERSHAM,HABERSHAM,FAIR PLAY,13 - Fair Play,,13,,LRG,775,441370009
331390035,222135,HALL,HALL,WILSON,022 - Whelchel,,22,,4,1846,441390035
331390034,221042,HALL,HALL,WHELCHEL,024 - Gainesville I,,24,,,935,441390034
331390033,221053,HALL,HALL,WEST WHELCHEL,029 - Riverbend,,29,,4,775,441390033
331390032,221715,HALL,HALL,TADMORE,009 - Morgan I,,9,,2,2457,441390032
331390031,221315,HALL,HALL,ROBERTS,008 - Roberts,,8,,2,2211,441390031
331390030,221792,HALL,HALL,RIVERBEND,014 -Glade,,14,,1,683,441390030
331390029,221635,HALL,HALL,QUILLIANS,018 - Bark Camp,,18,,4,1235,441390029
331390028,221076,HALL,HALL,OAKWOOD III,012 - Candler,,12,,1,2148,441390028
331390027,22635,HALL,HALL,OAKWOOD II,020 - Chestatee,,20,,4,1443,441390027
331390026,22985,HALL,HALL,OAKWOOD I,030 - New Holland,,30,,,1025,441390026
331390025,222504,HALL,HALL,NEW HOLLAND,031 - Gillsville,,31,,1,471,441390025
331390024,221790,HALL,HALL,MURRAYVILLE,028 - Gainesville V,,28,,,833,441390024
331410004,222525,HANCOCK,HANCOCK,LINTON B,Linton B,,02B,,2,307,441410004
331410003,222033,HANCOCK,HANCOCK,LINTON A,Linton A,,02A,,2,639,441410003
331410007,222655,HANCOCK,HANCOCK,SPARTA,Sparta,,4,,4,727,441410007
331430012,22864,HARALSON,HARALSON,WACO,10 - Seventh,,10,,4,801,441430012
331430011,22798,HARALSON,HARALSON,TWENTIETH,05 - Corinth,,5,,4,702,441430011
331430010,221052,HARALSON,HARALSON,TALLAPOOSA,04 - Buncombe,,4,,3,484,441430010
331430009,222714,HARALSON,HARALSON,SEVENTH,07 - Felton,,7,,2,152,441430009
331430008,222599,HARALSON,HARALSON,MT VIEW,08 - Little Creek,,8,,1,305,441430008
331430007,22824,HARALSON,HARALSON,LITTLE CREEK,02 - Bremen,,2,,,2759,441430007
331450012,222031,HARRIS,HARRIS,WHITESVILLE,HA - Hamilton,,HA,,4,1056,441450012
331450011,221185,HARRIS,HARRIS,WAVERLY HALL,U9 - Upper 19th,,U9,,3,696,441450011
331450010,22758,HARRIS,HARRIS,VALLEY PLAINS,CA - Cataula,,CA,,4,1215,441450010
331450009,221880,HARRIS,HARRIS,UPPER 19TH,EL - Ellerslie,,EL,,5,1600,441450009
331450008,221262,HARRIS,HARRIS,SKINNER,SK - Skinner,,SK,,2,425,441450008
331470007,222489,HART,HART,SHOAL CREEK,8 - Bio,,8,,5,629,441470007
331470006,222508,HART,HART,REED CREEK,3 - Goldmine,,3,,5,911,441470006
331470005,221062,HART,HART,HARTWELL,2 - Hartwell,,2,,3,3228,441470005
331490007,221058,HEARD,HEARD,ROOSTERVILLE,Roosterville,,ROO,,3,362,441490007
331490008,221234,HEARD,HEARD,SOUTHWEST,Southwest,,SOU,,5,409,441490008
331490004,222107,HEARD,HEARD,EPHESUS,Ephesus,,EPH,,3,322,441490004
331490006,222592,HEARD,HEARD,GLENLOCH,Glenloch,,GLE,,2,178,441490006
331490005,222168,HEARD,HEARD,FRANKLIN,Franklin,,FRA,,5,999,441490005
331490003,222083,HEARD,HEARD,ENON GROVE,Enon Grove,,ENO,,4,510,441490003
331490009,222469,HEARD,HEARD,WALNUT HILL,Walnut Hill,,WAL,,3,195,441490009
331510038,22108,HENRY,HENRY,WESTSIDE,25 - Locust Grove,WESTSIDE,25,,1,2176,441510038
331510037,221614,HENRY,HENRY,WESLEY LAKES,41 - Stagecoach,,41,,5,1555,441510037
331510036,221007,HENRY,HENRY,UNITY GROVE,27 - Sandy Ridge,,27,,1,1804,441510036
331510035,22922,HENRY,HENRY,TUSSAHAW,51 - Oakland,,51,,2,1586,441510035
331510034,222145,HENRY,HENRY,TIMBERRIDGE,59 - Grove Park,,59,,1,1494,441510034
331510033,221197,HENRY,HENRY,SWAN LAKE,31 - North Hampton,,31,,2,2722,441510033
331510032,221212,HENRY,HENRY,STOCKBRIDGE WEST,38 - Hickory Flat,,38,,4,1983,441510032
331510031,221190,HENRY,HENRY,STOCKBRIDGE EAST,60 - Lake Haven,,60,,3,1472,441510031
331510030,221180,HENRY,HENRY,STOCKBRIDGE CENTRAL,44 - Austin Road,,44,,5,1291,441510030
331510029,22760,HENRY,HENRY,STAGECOACH,49 - Shiloh,,49,,1,1707,441510029
331510028,221263,HENRY,HENRY,SOUTH HAMPTON,53 - Flippen,,53,,4,1726,441510028
331510027,221384,HENRY,HENRY,SHILOH,46 - Shakerag,,46,,5,1655,441510027
331510026,22930,HENRY,HENRY,SHAKERAG,56 - Lighthouse,,56,,5,1478,441510026
331510025,221024,HENRY,HENRY,SANDY RIDGE,29 - Lowes,,29,,2,2987,441510025
331510024,221132,HENRY,HENRY,RED OAK,58 - Mt. Bethel,,58,,3,1249,441510024
331530014,22505,HOUSTON,HOUSTON,MILL,MILL - Miller Elementary School,MILL,MILL,,4,1145,441530014
331530002,221336,HOUSTON,HOUSTON,BMS,BMS - Bonaire Middle School,BMS,BMS,,5,2309,441530002
331530004,221092,HOUSTON,HOUSTON,CENT,CENT - Centerville City Hall,CENT,CENT,,1,2321,441530004
331530018,221455,HOUSTON,HOUSTON,QRUN,QRUN - Quail Run Elementary School,QRUN,QRUN,,2,1095,441530018
331530011,221507,HOUSTON,HOUSTON,KATH,KATH - Kathleen Voting Precinct,KATH,KATH,,3,815,441530011
331530007,222179,HOUSTON,HOUSTON,HAFS,HAFS - Haynesville Fire Station,HAFS,HAFS,,3,767,441530007
331530017,221469,HOUSTON,HOUSTON,NSSH,NSSH - Northside High School,NSSH,NSSH,,4,1176,441530017
331530013,221462,HOUSTON,HOUSTON,MCMS,MCMS - Mossy Creek Middle School,MCMS,MCMS,,2,3098,441530013
331530001,221505,HOUSTON,HOUSTON,ANNX,ANNX - Houston County Annex Building,ANNX,ANNX,,2,993,441530001
331530009,221461,HOUSTON,HOUSTON,HCTC,HCTC - Houston County Career Academy,HCTC,HCTC,,5,3482,441530009
331530020,22390,HOUSTON,HOUSTON,ROZR,ROZR,ROZR,ROZR,,3,5663,441530020
331530005,221648,HOUSTON,HOUSTON,ELBC,ELBC - Elberta Center,ELBC,ELBC,,4,2202,441530005
331530006,221344,HOUSTON,HOUSTON,FMMS,FMMS - Feagin Mill Middle School,FMMS,FMMS,,2,3634,441530006
331530012,221503,HOUSTON,HOUSTON,MALL,MALL - Houston Mall,MALL,MALL,,1,1621,441530012
331530022,221463,HOUSTON,HOUSTON,TWPK,TWPK - Ted Wright Memorial Park Bldg.,TWPK,TWPK,,2,1409,441530022
331530010,221465,HOUSTON,HOUSTON,HEFS,HEFS - Henderson Fire Station,HEFS,HEFS,,3,501,441530010
331530003,221073,HOUSTON,HOUSTON,BON,BON - Bonaire Elementary School,BON,BON,,5,1731,441530003
331530023,221506,HOUSTON,HOUSTON,VHS,VHS - Veterans High School,VHS,VHS,,5,1902,441530023
331530019,221464,HOUSTON,HOUSTON,RECR,RECR - W.R. Recreation Dept,RECR,RECR,,5,2734,441530019
331530008,22973,HOUSTON,HOUSTON,HCHS,HCHS - Houston County High School,HCHS,HCHS,,3,1124,441530008
331530016,22948,HOUSTON,HOUSTON,NSMS,NSMS - Northside Middle School,NSMS,NSMS,,1,1955,441530016
331530015,221065,HOUSTON,HOUSTON,NSES,NSES - Northside Elementary School,NSES,NSES,,1,1443,441530015
331530021,221123,HOUSTON,HOUSTON,TMS,TMS - Thomson Middle School,TMS,TMS,,4,3406,441530021
331550010,222727,IRWIN,IRWIN,ROBERTS,1643 - Osierfield,,1643,,4,110,441550010
331550009,222736,IRWIN,IRWIN,OSIERFIELD,0901 - Irwinville,,901,,1,390,441550009
331550008,222751,IRWIN,IRWIN,OCILLA,1670 - Fletcher,,1670,,1,197,441550008
331570016,222167,JACKSON,JACKSON,WILSON,0242 - Redstone,,242,,3,896,441570016
331570015,222247,JACKSON,JACKSON,TALMO,0455 - Miller,,455,,2,843,441570015
331570014,222650,JACKSON,JACKSON,S MINISH,0428 - Cunningham,,428,,5,378,441570014
331570013,222397,JACKSON,JACKSON,S JEFFERSON,0257 - Harrisburg,,257,,,894,441570013
331570012,222017,JACKSON,JACKSON,REDSTONE,1704 - Center,,1704,,4,454,441570012
331570011,222383,JACKSON,JACKSON,RANDOLPH,1407 - Hoschton,,1407,,1,559,441570011
331570010,22890,JACKSON,JACKSON,PORTER,1765 - Porter,,1765,,5,1631,441570010
331570009,222452,JACKSON,JACKSON,NEWTOWN,1747 - Attica,,1747,,4,644,441570009
331590007,222682,JASPER,JASPER,WYATT,293 - Hillsboro,,293,,3,200,441590007
331590006,222334,JASPER,JASPER,THOMPSON & BARNES,296 - Martin & Burney,,296,,5,1313,441590006
331590005,222388,JASPER,JASPER,SMITH/JORDAN/LAZENBY,363 - Shady Dale,,363,,2,256,441590005
331610009,222241,JEFF DAVIS,JEFF DAVIS,WHITEHEAD 2,501 - Ocmulgee 1,,501,,500,716,441610009
331610008,222607,JEFF DAVIS,JEFF DAVIS,WHITEHEAD 1,301 - Blackburn 1,,301,,300,480,441610008
331610007,222065,JEFF DAVIS,JEFF DAVIS,OCMULGEE 2,302 - Blackburn 2,,302,,300,354,441610007
331610006,222804,JEFF DAVIS,JEFF DAVIS,OCMULGEE 1,201 - Altamaha 1,,201,,200,373,441610006
331630008,22132,JEFFERSON,JEFFERSON,WRENS,0082 - Louisville,,82,,2,2053,441630008
331630007,222695,JEFFERSON,JEFFERSON,WADLEY,1593 - Avera,,1593,,3,215,441630007
331630006,222342,JEFFERSON,JEFFERSON,STAPLETON CROSSROADS ,0076 - Stapleton Crossroads,,76,,4,198,441630006
331650005,221531,JENKINS,JENKINS,SENIOR CITIZENS BLD  ,2 - Court House,,2,,2,674,441650005
331650004,222085,JENKINS,JENKINS,PERKINS,3 - Perkins,,3,,3,571,441650004
331670004,222150,JOHNSON,JOHNSON,WRIGHTSVILLE,1201 - Wrightsville,,1201,,1,1604,441670004
331670003,222493,JOHNSON,JOHNSON,SMITH,1301 - Bray,,1301,,3,381,441670003
331690011,222603,JONES,JONES,WHITE,04 - Davidson,,4,,2,709,441690011
331690010,222497,JONES,JONES,SANDERS,06 - Barron,,6,,1,435,441690010
331690009,222548,JONES,JONES,ROBERTS,01 - Gray,,1,,3,1117,441690009
331690008,221102,JONES,JONES,POPE,09 - Finney,,9,,1,1102,441690008
331710006,222069,LAMAR,LAMAR,SENIOR CITIZEN  BLDG ,1714 - Milner,,1714,,4,1714,441710006
331710005,221690,LAMAR,LAMAR,REDBONE,1713 - L C S C,,1713,,3,1348,441710005
331730004,222626,LANIER,LANIER,WESTSIDE,3 - Stockton,,3,,4,333,441730004
331730003,221127,LANIER,LANIER,STOCKTON,1 - Lakeland,,1,,3,1780,441730003
331750017,221955,LAURENS,LAURENS,WEST LAURENS,19 - Reedy Springs,,19,,5,418,441750017
331750016,222675,LAURENS,LAURENS,SMITH,14 - Harvard,,14,,2,187,441750016
331750015,222215,LAURENS,LAURENS,RURAL FIRE STA #17 ,09 - Burgamy,,9,,2,413,441750015
331750014,221468,LAURENS,LAURENS,REEDY SPRINGS,12 - Dudley,,12,,2,484,441750014
331750013,222690,LAURENS,LAURENS,MINTER,08 - Burch,,8,,5,199,441750013
331750012,222126,LAURENS,LAURENS,HARVARD,07 - Buckeye,,7,,1,553,441750012
331750011,221804,LAURENS,LAURENS,HAMPTON MILL,13 - Hampton Mill,,13,,4,807,441750011
331750010,22728,LAURENS,LAURENS,FIRE DEPT STA #5,04 - Calhoun Park,,4,,,3204,441750010
331770008,221954,LEE,LEE,#7 SDA CHURCH,#7 SDA Church,#7,7,,3,482,441770008
331770001,222536,LEE,LEE,#1 CHOKEE,#1 Chokee,#1,1,,1,242,441770001
331770007,221064,LEE,LEE,#6 FIRST BAPTIST,#6 First Baptist,#6,6,,3,1575,441770007
331770004,221421,LEE,LEE,#3 CJC,#3 CJC,#3,3,,2,267,441770004
331770003,221834,LEE,LEE,#2 SMITHVILLE,#2 Smithville,#2,2,,1,550,441770003
331770002,22826,LEE,LEE,#10 REDBONE,#10 Redbone,#10,10,,5,2220,441770002
